ABSTIMMUNGSTAG,STAT_VORLAGE_ID,VORLAGE_KURZBEZ,VORLAGE_LANGBEZ,VORLAGENART,ABSTIMMUNGSART_BEZ,JA_ANTEIL_PROZENT,STIMMBETEILIGUNG,JA_STIMMEN,NEIN_STIMMEN,EINGELEGTE_STIMMEN,GÜLTIGE_STIMMEN,UNGÜLTIGE_STIMMEN,LEERE_STIMMEN,ANNEHMENDE_GEBIETE,ABLEHNENDE_GEBIETE,URL_VOLKSABSTIMMUNG,URL_ZEITUNG,URL_AMTSBLATT
"03.03.1991",1850,"Jugendhilfegesetz (Änderung: Beiträge für die Betreuung von Kleinkindern)","Jugendhilfegesetz (Änderung: Beiträge für die Betreuung von Kleinkindern)","Obligatorisches Referendum","kantonal",60.63,32.92,146056,94829,251822,240885,23,10914,135,33,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910303_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910303_Zeitung.pdf",
"03.03.1991",1849,"Gerichtsverfassungsgesetz (Neuregelung von Geschworenengericht: Obergericht und Bezirksgericht)","Gerichtsverfassungsgesetz (Änderung: Neuregelung und Zuständigkeit  von Geschworenengericht: Obergericht und Bezirksgericht)","Obligatorisches Referendum","kantonal",75.16,32.53,171142,56549,248836,227691,37,21108,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910303_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910303_Zeitung.pdf",
"03.03.1991",74,"Bundesbeschluss über die Herabsetzung des Stimm- und Wahlrechtsalters auf 18 Jahre","Bundesbeschluss über die Herabsetzung des Stimm- und Wahlrechtsalters auf 18 Jahre","Obligatorisches Referendum","eidgenössisch",70.67,33.8,176633,73311,252416,249944,24,2448,167,1,,,
"03.03.1991",75,"Volksinitiative «zur Förderung des öffentlichen Verkehrs»","Volksinitiative «zur Förderung des öffentlichen Verkehrs»","Volksinitiative","eidgenössisch",43.65,33.71,108215,139721,251789,247936,21,3832,2,166,,,
"03.03.1991",1851,"Änderung des Unterrichtsgesetzes","Unterrichtsgesetz (Änderung: Mitwirkung von Privatdozenten: Assistenten und Studenten bei der Berufung von Professoren an die Universiät Zürich)","Obligatorisches Referendum","kantonal",55.69,32.76,131354,104514,250608,235868,27,14713,88,80,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910303_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910303_Zeitung.pdf",
"03.03.1991",1848,"Gesetz über Leistungen an Arbeitslose","Gesetz über Leistungen an Arbeitslose","Obligatorisches Referendum","kantonal",78.63,32.68,184871,50240,249978,235111,27,14840,166,2,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910303_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910303_Zeitung.pdf",
"02.06.1991",77,"Militärstrafgesetz (MStG)","Militärstrafgesetz (MStG)","Fakultatives Referendum","eidgenössisch",58.33,39.12,170933,122089,299698,293022,38,6638,131,37,,,
"02.06.1991",76,"Bundesbeschluss über die Neuordnung der Bundesfinanzen","Bundesbeschluss über die Neuordnung der Bundesfinanzen","Obligatorisches Referendum","eidgenössisch",55.13,38.91,159259,129624,298065,288883,41,9141,82,86,,,
"02.06.1991",1854,"Volksschulgesetz (Änderung: Umschreibung des Bildungsziels in einem Zweckparagraphen)","Volksschulgesetz (Änderung: Umschreibung des Bildungsziels in einem Zweckparagraphen)","Obligatorisches Referendum","kantonal",79.95,38.16,212812,53383,291635,266195,32,25399,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Zeitung.pdf",
"02.06.1991",1856,"Volksinitiative ""Verbot von Geldspielautomaten""","Volksinitiative ""Verbot von Geldspielautomaten""","Volksinitiative","kantonal",50.98,39.44,151315,145512,301442,296827,26,4589,33,135,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Zeitung.pdf",
"02.06.1991",1855,"Gesetz über die Feuerpolizei und das Feuerwesen (Freiwilligkeit des Feuerwehrdienstes)","Gesetz über die Feuerpolizei und das Feuerwesen (Änderung: Freiwilligkeit des Feuerwehrdienstes und Abschaffung der Ersatzabgaben)","Obligatorisches Referendum","kantonal",82.24,38.76,234656,50676,296257,285332,24,10901,167,1,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Zeitung.pdf",
"02.06.1991",1853,"Kantonales Tierschutzgesetz (Neues Tierschutzgesetz)","Kantonales Tierschutzgesetz (Neues Tierschutzgesetz)","Obligatorisches Referendum","kantonal",82.45,39.14,241061,51305,299118,292366,20,6732,163,5,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Zeitung.pdf",
"02.06.1991",1852,"Wasserwirtschaftsgesetz","Wasserwirtschaftsgesetz","Obligatorisches Referendum","kantonal",84.59,38.35,232665,42391,293114,275056,20,18038,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910602_Zeitung.pdf",
"01.09.1991",1860,"Stellungnahme des Kantons Zürich über die Errichtung eines Zwischenlagers für radioaktive Abfälle","Stellungnahme des Kantons Zürich im Rahmen des Vernehmlassungsverfahrens des Bundes über die Wünschbarkeit der Errichtung eines zentralen Zwischenlagers für radioaktive Abfälle in Würenlingen","Obligatorisches Referendum","kantonal",69.72,27.37,138751,60268,209243,199019,34,10190,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Zeitung.pdf",
"01.09.1991",1861,"Kredit für Bau von Autobahnbauten inkl Halbanschluss Flughafen Kloten von 54.4 Mio","Beschluss des Kantonsrates über die Bewilligung eines Kredites für den Bau des Autobahnzusammenschlusses Lindengarten bis Römerhof und des Halbanschlusses Flughafen in Kloten (54:4 Mio.)","Obligatorisches Referendum","kantonal",63.68,27.63,131385,74945,211268,206330,15,4923,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Zeitung.pdf",
"01.09.1991",1862,"Planungs- und Baugesetz (Änderung)","Planungs- und Baugesetz (Änderung)","Obligatorisches Referendum","kantonal",85.52,27.28,169363,28686,208617,198049,19,10549,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Zeitung.pdf",
"01.09.1991",1859,"Einzelinitiative betreffend der Stichfrage bei Volksabstimmungen über Initiative und Gegenvorschlag","Einzelinitiative M. Lenzlinger: Zürich: betreffend Einführung der Stichfrage bei Volksabstimmungen über Initiative und Gegenvorschlag","Obligatorisches Referendum","kantonal",74.94,27.16,144352,48262,207630,192614,31,14985,165,3,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Zeitung.pdf",
"01.09.1991",1857,"Strafprozessordnung (Änderung)","Strafprozessordnung (Änderung)","Obligatorisches Referendum","kantonal",86.27,27.15,168001,26742,207624,194743,28,12853,168,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Zeitung.pdf",
"01.09.1991",1858,"Volksinitiative ""Läbe i d'Kaserne""","Volksinitiative ""Läbe i d'Kaserne""","Volksinitiative","kantonal",31.14,27.47,63371,140133,210048,203504,33,6511,1,167,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19910901_Zeitung.pdf",
"08.12.1991",1865,"Kantonsratsgesetz (Änderung)","Kantonsratsgesetz (Änderung)","Obligatorisches Referendum","kantonal",76.29,28.33,156759,48712,216490,205471,10992,27,146,22,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19911208_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19911208_Zeitung.pdf",
"08.12.1991",1863,"Einführungsgesetz zum schweizerischen Zivilgesetzbuch (EG zum ZGB)  (Änderung) ""Konsumkreditgesetz""","Einführungsgesetz zum schweizerischen Zivilgesetzbuch (EG zum ZGB)  (Änderung) ""Konsumkreditgesetz""","Obligatorisches Referendum","kantonal",66.33,28.4,137525,69820,217019,207345,9647,27,130,38,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19911208_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19911208_Zeitung.pdf",
"08.12.1991",1866,"Änderung des Landwirtschaftsgesetzes","Landwirtschaftsgesetz (Änderung) (Einführung neuer Mäglichkeiten zur Unterstützung besonders umweltschonender Produktionsformen wie auch der Förderung des biologischen Landbaues durch Umstellungsbeiträge)","Obligatorisches Referendum","kantonal",70.12,28.63,149233,63595,218748,212828,5897,23,160,8,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19911208_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19911208_Zeitung.pdf",
"08.12.1991",1864,"Volksinitiative ""Rechtsschutz in Strafsachen""","Volksinitiative ""Rechtsschutz in Strafsachen""","Volksinitiative","kantonal",43.42,28.44,90013,117291,217290,207304,9953,33,2,166,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19911208_Volksabstimmung.pdf","http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19911208_Zeitung.pdf",
"16.02.1992",1867,"Gesetz über Kinderzulagen für Arbeitnehmer (Änderung)","Gesetz über Kinderzulagen für Arbeitnehmer (Änderung)","Obligatorisches Referendum","kantonal",71.68,47.77,258048,101969,364906,360017,36,4853,167,1,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19920216_Zeitung.pdf",
"16.02.1992",78,"Volksinitiative «für eine finanziell tragbare Krankenversicherung (Krankenkasseninitiative)»","Volksinitiative «für eine finanziell tragbare Krankenversicherung (Krankenkasseninitiative)»","Volksinitiative","eidgenössisch",41.45,48.77,152045,214747,373455,366792,37,6626,4,164,,,
"16.02.1992",79,"Volksinitiative «zur drastischen und schrittweisen Einschränkung der Tierversuche»","Volksinitiative «zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch!)»","Volksinitiative","eidgenössisch",52,49.11,193476,178588,376060,372064,51,3945,76,92,,,
"17.05.1992",85,"Bundesbeschluss über die Einführung eines Zivildienstes für Dienstverweigerer","Bundesbeschluss über die Einführung eines Zivildienstes für Dienstverweigerer","Obligatorisches Referendum","eidgenössisch",83.84,45.11,286166,55158,345072,341324,42,3706,167,1,,,
"17.05.1992",86,"Schweizerisches Strafgesetzbuch: Militärstrafgesetz","Schweizerisches Strafgesetzbuch: Militärstrafgesetz (Strafbare Handlungen gegen die sexuelle Integrität)","Fakultatives Referendum","eidgenössisch",77.45,44.95,258955,75397,343841,334352,56,9433,166,2,,,
"17.05.1992",83,"Volksinitiative «zur Rettung unserer Gewässer»","Volksinitiative «zur Rettung unserer Gewässer»","Volksinitiative","eidgenössisch",43.08,45.05,145928,192824,344569,338752,45,5772,4,164,,,
"17.05.1992",84,"Gegenentwurf zur Volksinitiative «gegen Missbräuche der Fortpflanzungs- und Gentechnologie»","Gegenentwurf der Bundesversammlung zur Volksinitiative «gegen Missbräuche der Fortpflanzungs- und Gentechnologie beim Menschen»","Obligatorisches Referendum","eidgenössisch",77.92,44.99,260873,73927,344137,334800,48,9289,168,0,,,
"17.05.1992",80,"Bundesbeschluss über den Beitritt der Schweiz zu den Institutionen von Bretton Woods","Bundesbeschluss über den Beitritt der Schweiz zu den Institutionen von Bretton Woods","Fakultatives Referendum","eidgenössisch",55.13,44.07,174502,142054,337051,316556,48,20447,84,84,,,
"17.05.1992",81,"Bundesgesetz über die Mitwirkung der Schweiz an den Institutionen von Bretton Woods","Bundesgesetz über die Mitwirkung der Schweiz an den Institutionen von Bretton Woods","Fakultatives Referendum","eidgenössisch",56.31,44.13,177988,138113,337510,316101,63,21346,86,82,,,
"17.05.1992",82,"Bundesgesetz über den Schutz der Gewässer (Gewässerschutzgesetz: GSchG)","Bundesgesetz über den Schutz der Gewässer (Gewässerschutzgesetz: GSchG)","Fakultatives Referendum","eidgenössisch",69.92,45.03,237307,102067,344392,339374,37,4981,153,15,,,
"27.09.1992",92,"Bundesgesetz über das bäuerliche Bodenrecht","Bundesgesetz über das bäuerliche Bodenrecht","Fakultatives Referendum","eidgenössisch",52.33,50.83,193330,176117,389545,369447,43,20055,36,132,,,
"27.09.1992",91,"Bundesgesetz über die Stempelabgaben","Bundesgesetz über die Stempelabgaben","Fakultatives Referendum","eidgenössisch",68.79,51.06,259245,117593,391322,376838,32,14452,166,2,,,
"27.09.1992",90,"Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen","Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz)","Fakultatives Referendum","eidgenössisch",34.43,50.59,122575,233405,387719,355980,37,31702,0,168,,,
"27.09.1992",89,"Bundesgesetz über die Bezüge der Mitglieder der eidg. Räte und über die Beiträge an die Fraktionen","Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz)","Fakultatives Referendum","eidgenössisch",30.33,50.77,111114,255198,389091,366312,30,22749,0,168,,,
"27.09.1992",87,"Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit)","Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss)","Fakultatives Referendum","eidgenössisch",62.56,51.6,244203,146159,395434,390362,62,5010,152,16,,,
"27.09.1992",88,"Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über ihre Erlasse","Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form: die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz)","Fakultatives Referendum","eidgenössisch",61.3,50.24,209640,132364,385053,342004,49,43000,113,55,,,
"27.09.1992",1871,"Beschluss des Kantonsrates über einen Kredit für die Erweiterungsbauten der Kantonspolizei","Beschluss des Kantonsrates über die Bewilligung eines Kredites für  Erweiterungsbauten der Kantonspolizei auf dem Areal des Nationalstrassen-Werkhofes Urdorf: Gemeinde Urdorf (30:09 Mio.)","Obligatorisches Referendum","kantonal",52.17,50.59,191550,175614,385939,367164,29,18746,75,104,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19920927_Zeitung.pdf",
"27.09.1992",1868,"Änderung des Wertpapiergesetzes","Änderung des Wertpapiergesetzes","Obligatorisches Referendum","kantonal",78.19,49.66,263271,73457,378904,336728,39,42137,178,1,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19920927_Zeitung.pdf",
"27.09.1992",1869,"Gesetzesänderung betreffend Staatsbeiträge an Pflegeabteilungen in Altersheimen","Gesetzesänderung betreffend Staatsbeiträge an Pflegeabteilungen in Altersheimen","Obligatorisches Referendum","kantonal",88.18,50.38,322058,43165,384333,365223,24,19086,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19920927_Zeitung.pdf",
"27.09.1992",1870,"Volksinitiative ""Steuerentlastungen für Mieterinnen und Mieter (Mietzinsabzug)""","Volksinitiative ""Steuerentlastungen für Mieterinnen und Mieter (Mietzinsabzug)""","Volksinitiative","kantonal",49.61,51.09,188970,191963,389783,380933,27,8822,29,150,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19920927_Zeitung.pdf",
"06.12.1992",1872,"Änderung des Verkehrsabgabengesetzes (Teilweise Anpassung an die Teuerung)","Änderung des Verkehrsabgabengesetzes (Teilweise Anpassung an die Teuerung)","Obligatorisches Referendum","kantonal",38.29,77.5,220861,355986,591270,576847,84,14339,6,173,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19921206_Zeitung.pdf",
"06.12.1992",93,"Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR)","Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR)","Obligatorisches Referendum","eidgenössisch",48.48,80.48,297503,316154,618209,613657,191,4361,36,132,,,
"07.03.1993",95,"Bundesbeschluss über die Aufhebung des Spielbankenverbots","Bundesbeschluss über die Aufhebung des Spielbankenverbots","Obligatorisches Referendum","eidgenössisch",68.14,49.84,256958,120160,383348,377118,98,6132,168,0,,,
"07.03.1993",94,"Bundesgesetz über die Erhöhung des Treibstoffzolles","Bundesgesetz über die Erhöhung des Treibstoffzolles","Fakultatives Referendum","eidgenössisch",61.64,49.91,234552,145988,383867,380540,42,3285,149,19,,,
"07.03.1993",1874,"Volksinitiative betreffend Fondsbildung der Gemeinden zur Schaffung und Erhaltung Wohnraums","Volksinitiative betreffend Fondsbildung der Gemeinden zur Schaffung und Erhaltung preisgünstigen Wohnraums (Wohnungsinitiative)","Volksinitiative","kantonal",46.51,46.99,158646,182446,358390,341092,40,17258,18,161,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930307_Zeitung.pdf",
"07.03.1993",1873,"Gesetz über das Sozialversicherungsgericht","Gesetz über das Sozialversicherungsgericht","Obligatorisches Referendum","kantonal",55.59,46.26,179998,143814,352836,323812,56,28968,71,108,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930307_Zeitung.pdf",
"07.03.1993",96,"Volksinitiative «zur Abschaffung der Tierversuche»","Volksinitiative «zur Abschaffung der Tierversuche»","Volksinitiative","eidgenössisch",31.01,49.79,116463,259100,382962,375563,48,7351,0,168,,,
"06.06.1993",1878,"Behördeninitiative betreffend Ergänzung des Gesetzes über die Erhaltung von Wohnungen für Familien","Behördeninitiative betreffend Ergänzung des Gesetzes über die Erhaltung von Wohnungen für Familien (WEG)","Obligatorisches Referendum","kantonal",42.82,54.61,165476,220984,416496,386460,50,29986,2,166,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930606_Zeitung.pdf",
"06.06.1993",1875,"Gesetz über den Schutz von Personendaten (Datenschutzgesetz)","Gesetz über den Schutz von Personendaten (Datenschutzgesetz)","Obligatorisches Referendum","kantonal",76.03,54.43,293955,92692,415099,386647,53,28399,167,1,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930606_Zeitung.pdf",
"06.06.1993",98,"Volksinitiative «für eine Schweiz ohne neue Kampfflugzeuge»","Volksinitiative «für eine Schweiz ohne neue Kampfflugzeuge»","Volksinitiative","eidgenössisch",43.84,58.49,195704,250696,450306,446400,67,3839,2,166,,,
"06.06.1993",97,"Volksinitiative «40 Waffenplätze sind genug - Umweltschutz auch beim Militär»","Volksinitiative «40 Waffenplätze sind genug - Umweltschutz auch beim Militär»","Volksinitiative","eidgenössisch",46.19,58.48,206649,240719,450176,447368,48,2760,5,163,,,
"06.06.1993",1877,"Gesetz über die Versicherungskasse für das Staatspersonal","Gesetz über die Versicherungskasse für das Staatspersonal","Obligatorisches Referendum","kantonal",74.5,53.76,269861,92391,409990,362252,69,47669,166,2,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930606_Zeitung.pdf",
"06.06.1993",1876,"Beschluss des Kantonsrates über einen Objektkredit an den Neubau der Sonderabfallstelle Hagenholz","Beschluss des Kantonsrates über die Bewilligung eines Objektkredites an den Neubau der Sonderabfallstelle Hagenholz der Stadt Zürich (23:5 Mio.)","Obligatorisches Referendum","kantonal",75.69,55.02,301279,96739,419552,398018,54,21480,168,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930606_Zeitung.pdf",
"26.09.1993",100,"Bundesbeschluss über den Anschluss des bernischen Amtsbezirks Laufen an den Kanton Basel-Landschaft","Bundesbeschluss über den Anschluss des bernischen Amtsbezirks Laufen an den Kanton Basel-Landschaft","Obligatorisches Referendum","eidgenössisch",79.07,45.88,235825,62409,353107,298234,295,54578,168,0,,,
"26.09.1993",101,"Volksinitiative «für einen arbeitsfreien Bundesfeiertag» (1. August-Initiative)","Volksinitiative «für einen arbeitsfreien Bundesfeiertag» (1. August-Initiative)","Volksinitiative","eidgenössisch",89.12,46.99,315657,38552,361668,354209,42,7417,168,0,,,
"26.09.1993",102,"Bundesbeschluss über befristete Massnahmen gegen die Kostensteigerung in der Krankenversicherung","Bundesbeschluss über befristete Massnahmen gegen die Kostensteigerung in der Krankenversicherung","Fakultatives Referendum","eidgenössisch",85.15,46.74,295138,51453,359740,346591,53,13096,168,0,,,
"26.09.1993",103,"Bundesbeschluss über Massnahmen in der Arbeitslosenversicherung","Bundesbeschluss über Massnahmen in der Arbeitslosenversicherung","Fakultatives Referendum","eidgenössisch",72.07,46.6,246386,95467,358633,341853,59,16721,166,2,,,
"26.09.1993",1883,"Volksinitiative ""für ein fakultatitves Ausländerstimmrecht auf Gemeindeebene""","Volksinitiative ""für ein fakultatitves Ausländerstimmrecht auf Gemeindeebene""","Volksinitiative","kantonal",25.47,46.97,89752,262575,358086,352327,19,5740,0,179,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930926_Zeitung.pdf",
"26.09.1993",1879,"Änderung des Gemeindegesetzes","Änderung des Gemeindegesetzes","Obligatorisches Referendum","kantonal",76.49,45.88,243793,74922,349763,318715,54,30994,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930926_Zeitung.pdf",
"26.09.1993",1880,"Volksschulgesetz (Änderung)","Volksschulgesetz (Änderung)","Obligatorisches Referendum","kantonal",66.02,46.55,226089,116352,354877,342441,26,12410,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930926_Zeitung.pdf",
"26.09.1993",1881,"Volksinitiative ""für ein Vermummungsverbot bei Demonstrationen""","Volksinitiative ""für ein Vermummungsverbot bei Demonstrationen""","Volksinitiative","kantonal",71.21,46.72,247695,100152,356175,347847,36,8292,178,1,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930926_Zeitung.pdf",
"26.09.1993",1882,"Volksinitiative ""für massvollen Flugverkehr""","Volksinitiative ""für massvollen Flugverkehr""","Volksinitiative","kantonal",32.28,46.84,112350,235657,357122,348007,24,9091,4,175,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19930926_Zeitung.pdf",
"26.09.1993",99,"Bundesbeschluss gegen den Waffenmissbrauch","Bundesbeschluss gegen den Waffenmissbrauch","Obligatorisches Referendum","eidgenössisch",88.3,46.93,313015,41475,361155,354490,25,6640,168,0,,,
"28.11.1993",1888,"a) Einzelinitiative betreffend Liberalisierung der Ladenöffnungszeiten","a) Einzelinitiative Christian Siegfried: Küsnacht: betreffend Liberalisierung der Ladenöffnungszeiten","Obligatorisches Referendum","kantonal",36.12,47.11,118125,208876,358946,327001,57,31888,8,171,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19931128_Zeitung.pdf",
"28.11.1993",1887,"Einzelinitiative Marlies Stopper-Weder: Uster: betreffend Kantonalisierung des Kindergartens","Einzelinitiative Marlies Stopper-Weder: Uster: betreffend Kantonalisierung des Kindergartens","Obligatorisches Referendum","kantonal",42.55,47.3,142984,193048,360417,336032,50,24335,13,166,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19931128_Zeitung.pdf",
"28.11.1993",1886,"Beschluss des Kantonsrates über einen Kredit für die Teilsanierung des Universitätsspitals Zürich","Beschluss des Kantonsrates über die Bewilligung eines Kredites für die Teilsanierung Universitätsspital Zürich (Notfallstation: Patientenaufnahme: Wäschezentrale und Nebenräume) (64:9 Mio.)","Obligatorisches Referendum","kantonal",76.67,47.71,268194,81622,363497,349816,49,13632,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19931128_Zeitung.pdf",
"28.11.1993",1885,"Einzelinitiative betreffend Unterstellung der Videotheken unter die Ladenschlussvorschriften","Einzelinitiative Marcel Achermann: Dietikon: betreffend Unterstellung der Videotheken unter die Ladenschlussvorschriften des Ruhetags- und Ladenschlussgesetzes","Obligatorisches Referendum","kantonal",46.43,47.41,158252,182560,361190,340812,63,20315,14,165,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19931128_Zeitung.pdf",
"28.11.1993",1884,"Änderung des Wahlgesetzes","Änderung des Wahlgesetzes","Obligatorisches Referendum","kantonal",76.96,46.99,245146,73387,358045,318533,77,39435,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19931128_Zeitung.pdf",
"28.11.1993",1889,"b) Gegenvorschlag des Kantonsrates betreffend Liberalisierung der Ladenöffnungszeiten","a) Einzelinitiative Christian Siegfried: Küsnacht: betreffend Liberalisierung der Ladenöffnungszeiten: b) Gegenvorschlag des Kantonsrates betreffend Liberalisierung der Ladenöffnungszeiten","Obligatorisches Referendum","kantonal",52.57,47.11,165698,149494,358946,315192,108,43646,128,51,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19931128_Zeitung.pdf",
"28.11.1993",109,"Volksinitiative «zur Verminderung der Tabakprobleme»","Volksinitiative «zur Verminderung der Tabakprobleme»","Volksinitiative","eidgenössisch",31.22,48.51,114419,252030,373383,366449,56,6878,0,168,,,
"28.11.1993",108,"Volksinitiative «zur Verminderung der Alkoholprobleme»","Volksinitiative «zur Verminderung der Alkoholprobleme»","Volksinitiative","eidgenössisch",30.65,48.47,112248,254025,373085,366273,44,6768,0,168,,,
"28.11.1993",107,"Bundesbeschluss über besondere Verbrauchssteuern","Bundesbeschluss über besondere Verbrauchssteuern","Obligatorisches Referendum","eidgenössisch",68.89,48.27,245867,111047,371514,356914,58,14542,166,2,,,
"28.11.1993",106,"Bundesbeschluss über Massnahmen zur Erhaltung der Sozialversicherung","Bundesbeschluss über Massnahmen zur Erhaltung der Sozialversicherung","Obligatorisches Referendum","eidgenössisch",70.68,48.22,253715,105233,371143,358948,60,12135,157,11,,,
"28.11.1993",105,"Bundesbeschluss über einen Beitrag zur Gesundung der Bundesfinanzen","Bundesbeschluss über einen Beitrag zur Gesundung der Bundesfinanzen","Obligatorisches Referendum","eidgenössisch",66.37,48.19,238956,121105,370936,360061,62,10813,163,5,,,
"28.11.1993",104,"Bundesbeschluss über die Finanzordnung","Bundesbeschluss über die Finanzordnung","Obligatorisches Referendum","eidgenössisch",74.25,48.25,267737,92874,371404,360611,56,10737,167,1,,,
